City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Disna,BY,55.568,28.1971,33.76,86,86,20.78,light snow
464,Axim,GH,4.8699,-2.2405,84.27,71,71,10.25,broken clouds
465,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,89,97,23.51,overcast clouds
466,Kaura Namoda,NG,12.5898,6.5779,96.96,8,30,16.75,scattered clouds
467,Cidreira,BR,-30.1811,-50.2056,73.65,58,47,13.38,scattered clouds
468,Meulaboh,ID,4.1363,96.1285,79.23,79,68,3.85,broken clouds
469,Acapulco,MX,16.8634,-99.8901,82.22,54,100,5.75,overcast clouds
470,Manaure,CO,11.7751,-72.4445,85.6,62,100,9.22,overcast clouds
471,Te Anau,NZ,-45.4167,167.7167,49.59,97,51,0.98,broken clouds
472,Pedasi,PA,7.5333,-80.0333,83.73,61,90,15.14,overcast clouds
473,Dibulla,CO,11.2725,-73.3091,83.79,69,99,9.37,overcast clouds
474,Piacabucu,BR,-10.4056,-36.4344,85.33,61,64,9.62,broken clouds
475,Taltal,CL,-25.4,-70.4833,70.43,66,1,7.45,clear sky
476,Kutum,SD,14.2,24.6667,70.47,12,67,15.73,broken clouds
477,Pitimbu,BR,-7.4706,-34.8086,81.19,73,98,8.68,overcast clouds
478,Magadan,RU,59.5667,150.8,-0.94,84,27,6.71,scattered clouds
479,Odienne,CI,9.51,-7.5692,89.37,43,99,8.61,overcast clouds
480,Vrangel,RU,42.7297,133.0839,35.17,85,2,8.7,clear sky
481,Cortez,US,37.3489,-108.5859,63.7,33,0,0.0,clear sky
482,Sitka,US,57.0531,-135.33,33.69,86,20,0.0,few clouds
483,Ixtapa,MX,20.7,-105.2,72.63,64,0,0.0,clear sky
484,Hofn,IS,64.2539,-15.2082,43.9,97,100,4.61,overcast clouds
485,Englewood,US,39.6478,-104.9878,69.84,22,75,9.22,broken clouds
486,Waipawa,NZ,-41.4122,175.5153,54.16,89,97,11.48,overcast clouds
487,Strezhevoy,RU,60.7333,77.5889,17.87,89,98,12.57,overcast clouds
488,Bogorodskoye,RU,56.55,37.8833,32.2,83,44,13.89,scattered clouds
489,Qianguo,CN,45.1171,124.8568,32.85,48,31,14.12,scattered clouds
490,Buin,CL,-33.7333,-70.75,72.05,27,0,8.61,clear sky
491,Autun,FR,46.95,4.3,58.46,59,0,4.76,clear sky
492,Bell Ville,AR,-32.6259,-62.6887,75.79,33,0,5.57,clear sky
493,Kattivakkam,IN,13.2167,80.3167,86.09,88,11,11.27,few clouds
494,Tabas,IR,33.5959,56.9244,64.09,14,0,10.74,clear sky
495,Rosarito,MX,32.3333,-117.0333,61.09,71,96,5.53,overcast clouds
496,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.3,55,54,3.47,broken clouds
497,Viedma,AR,-40.8135,-62.9967,72.36,28,45,8.01,scattered clouds
498,Mogadishu,SO,2.0371,45.3438,82.38,77,71,10.92,broken clouds
499,Sorong,ID,-0.8833,131.25,79.34,82,84,3.67,broken clouds
500,Milkovo,RU,54.7167,158.6167,4.75,89,9,4.61,clear sky
501,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,73,0,11.18,clear sky
502,The Valley,AI,18.217,-63.0578,83.1,73,40,13.8,scattered clouds
503,Miyang,CN,24.4042,103.4428,61.54,61,32,2.48,scattered clouds
504,Colon,PA,9.3592,-79.9014,85.87,67,96,12.3,overcast clouds
505,Asosa,ET,10.0667,34.5333,79.02,17,92,6.04,overcast clouds
506,Pompeia,BR,-22.1086,-50.1717,77.45,77,93,8.25,overcast clouds
507,Grand Gaube,MU,-20.0064,57.6608,81.37,80,1,1.99,clear sky
508,Indianola,US,41.3581,-93.5574,36.09,42,23,17.72,few clouds
509,Tucurui,BR,-3.7661,-49.6725,84.16,78,83,4.18,broken clouds
510,Palmer,US,42.1584,-72.3287,52.92,49,75,8.05,broken clouds
511,Jiuquan,CN,39.7432,98.5174,40.01,25,51,4.0,broken clouds
512,Bastia,FR,42.6667,9.3333,60.6,58,0,8.05,clear sky
513,Puerto Leguizamo,CO,-0.1934,-74.7819,74.62,95,100,0.51,overcast clouds
514,Mitsamiouli,KM,-11.3847,43.2844,82.69,89,20,2.3,few clouds
515,Ormara,PK,25.2088,64.6357,78.91,68,0,13.2,clear sky
516,Marshfield,US,44.6689,-90.1718,21.65,63,100,24.16,overcast clouds
517,Quang Ngai,VN,15.1167,108.8,74.25,82,47,3.87,scattered clouds
518,Husavik,IS,66.0449,-17.3389,42.55,92,100,15.95,overcast clouds
519,Port Lincoln,AU,-34.7333,135.8667,63.91,80,12,7.05,few clouds
520,Kavkazskiy,RU,44.2672,42.2347,33.37,87,100,7.45,overcast clouds
521,Leningradskiy,RU,69.3833,178.4167,-11.2,87,30,5.79,scattered clouds
522,Chaplynka,UA,46.3651,33.5403,43.23,68,1,16.42,clear sky
523,Sao Joao Da Barra,BR,-21.6403,-41.0511,93.29,76,62,13.53,broken clouds
524,Yumen,CN,40.2833,97.2,41.4,27,39,8.97,scattered clouds
525,Villa Carlos Paz,AR,-31.4241,-64.4978,78.06,25,0,18.01,clear sky
526,Sombrio,BR,-29.1139,-49.6167,74.93,45,0,8.88,clear sky
527,Kailua,US,21.4022,-157.7394,72.64,76,37,3.0,scattered clouds
528,Mvangue,CM,2.9667,11.5167,80.15,49,100,1.97,overcast clouds
529,Great Falls,US,47.5002,-111.3008,37.6,47,75,3.44,broken clouds
530,Daman,IN,20.4167,72.85,79.38,77,1,9.31,clear sky
531,Kuusankoski,FI,60.907,26.6244,28.92,73,75,25.32,broken clouds
532,Trelew,AR,-43.249,-65.3051,79.92,14,54,17.49,broken clouds
533,Erzin,TR,36.9559,36.2,45.19,89,97,1.43,light rain
534,Tarakan,ID,3.3,117.6333,80.1,89,40,2.3,scattered clouds
535,Kondapalle,IN,16.6167,80.5333,81.45,74,14,8.32,few clouds
536,Sechura,PE,-5.5569,-80.8222,77.07,63,100,1.81,overcast clouds
537,Unguia,CO,8.0434,-77.0945,84.22,68,97,5.12,overcast clouds
538,Tanete,ID,-3.9443,119.7848,76.05,92,75,0.85,broken clouds
539,Senneterre,CA,48.3835,-77.2328,33.91,100,100,3.83,light snow
540,Hamilton,US,39.1834,-84.5333,38.25,71,100,19.57,overcast clouds
541,Cumberland,US,35.0502,-78.8664,63.1,33,20,18.41,few clouds
542,Shamli,IN,29.45,77.3167,75.83,12,0,8.66,clear sky
543,Cayenne,GF,4.9333,-52.3333,84.24,1,100,19.57,overcast clouds
544,Sawakin,SD,19.1059,37.3321,72.84,57,0,14.36,clear sky
545,Honiara,SB,-9.4333,159.95,75.76,96,100,3.15,heavy intensity rain
546,Krokos,GR,40.2667,21.8167,60.93,18,9,3.44,clear sky
547,Duluth,US,46.7833,-92.1066,24.57,54,40,18.41,scattered clouds
548,Deniliquin,AU,-35.5333,144.9667,64.26,61,0,7.14,clear sky
549,Zerbst,DE,51.9667,12.0833,61.86,58,96,7.11,overcast clouds
550,Machiques,VE,10.0644,-72.545,94.55,42,77,4.5,broken clouds
551,Pandan,PH,14.0453,124.1694,79.14,84,70,6.62,broken clouds
552,Villarrica,PY,-25.75,-56.4333,75.16,57,0,3.22,clear sky
553,Aripuana,BR,-9.1667,-60.6333,86.74,70,86,2.06,overcast clouds
554,Lieksa,FI,63.3167,30.0167,21.97,65,100,22.55,overcast clouds
555,Labuhan,ID,-6.8844,112.2051,76.87,89,99,9.73,overcast clouds
556,Chaozhou,CN,23.6651,116.6379,73.26,90,84,6.53,broken clouds
557,Tevaitoa,PF,-16.7833,-151.5,81.61,73,69,14.7,broken clouds
558,Wajir,KE,1.7471,40.0573,85.96,62,40,11.5,scattered clouds
559,Sorland,NO,67.667,12.6934,32.32,54,100,7.02,overcast clouds
560,Eldorado,BR,-23.7869,-54.2836,77.65,37,74,4.43,broken clouds
561,Primorsk,UA,46.7348,36.3443,45.75,56,4,21.7,clear sky
562,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,17.27,clear sky
563,Bol,TD,13.4586,14.7147,85.1,32,98,15.95,overcast clouds
564,Esso,RU,55.9333,158.7,-2.52,98,66,6.2,broken clouds
565,Verkh-Neyvinskiy,RU,57.2701,60.1376,17.78,90,96,9.57,overcast clouds
566,Kloulklubed,PW,7.0419,134.2556,79.3,76,100,19.06,moderate rain
567,Cairns,AU,-16.9167,145.7667,74.07,96,99,8.05,light rain
568,Tadine,NC,-21.55,167.8833,75.06,74,60,9.04,broken clouds
569,Havre,FR,49.5833,0.3333,63.0,44,20,14.97,few clouds
570,Kulhudhuffushi,MV,6.6221,73.07,82.29,65,0,4.47,clear sky
571,Tuy Hoa,VN,13.0833,109.3,76.8,90,4,3.24,clear sky
572,Booue,GA,-0.0921,11.9385,81.77,74,100,4.76,light rain
573,Egvekinot,RU,66.3167,-179.1667,5.2,97,100,0.45,light snow
574,Bilma,NE,18.6853,12.9164,84.16,8,95,7.45,overcast clouds
575,Sindou,BF,10.6667,-5.1667,94.15,29,95,5.03,overcast clouds
576,Corrente,BR,-3.7367,-43.3394,87.51,60,77,4.36,broken clouds
577,Broome,US,42.2506,-75.833,46.69,76,100,10.36,light rain
578,Tarauaca,BR,-8.1614,-70.7656,77.58,90,100,1.41,overcast clouds
579,Dongsheng,CN,39.8161,109.9776,27.28,31,0,5.59,clear sky
580,Providencia,MX,28.7167,-111.5833,84.2,22,32,6.64,scattered clouds
581,Korla,CN,41.7597,86.1469,48.81,42,1,5.93,clear sky
582,Roald,NO,62.5833,6.1333,44.33,56,75,2.3,light rain
583,Tynda,RU,55.1667,124.7167,0.88,98,96,2.82,overcast clouds
584,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,100,23.02,overcast clouds
585,Westport,US,41.1415,-73.3579,53.74,59,0,13.8,clear sky
586,Komoro,JP,36.3167,138.4333,52.74,86,100,1.01,light rain
587,Ngunguru,NZ,-35.6167,174.5,61.09,85,6,4.81,clear sky
588,Fare,PF,-16.7,-151.0167,81.59,72,91,13.85,overcast clouds
589,Brenham,US,30.1669,-96.3977,76.05,42,0,6.91,clear sky
590,Mehriz,IR,31.5917,54.4318,63.1,9,0,3.51,clear sky
591,Valparaiso,CL,-33.0393,-71.6273,62.47,76,100,6.91,overcast clouds
592,Port Moresby,PG,-9.4431,147.1797,74.62,100,75,3.44,broken clouds
593,Mercedes,AR,-34.6515,-59.4307,71.64,56,67,13.51,broken clouds
594,Jalingo,NG,8.8833,11.3667,100.49,9,65,9.46,broken clouds
595,Harer,ET,9.3094,42.1258,65.26,70,99,15.39,overcast clouds
596,Japoata,BR,-10.3467,-36.8011,84.85,60,92,9.35,overcast clouds
597,Orsha,BY,54.5153,30.4053,34.02,81,77,22.41,broken clouds
598,Jalu,LY,29.0331,21.5482,66.52,16,0,10.02,clear sky
599,Terrace Bay,CA,48.7834,-87.1,16.54,76,100,17.2,overcast clouds
600,Banda Aceh,ID,5.5577,95.3222,80.92,79,35,5.68,scattered clouds
601,Nioro,GM,13.35,-15.75,100.87,12,36,6.04,scattered clouds
602,Udachnyy,RU,66.4167,112.4,-3.75,100,85,4.16,overcast clouds
603,Dwarka,IN,22.2394,68.9678,80.11,66,0,11.95,clear sky
604,Murgab,TM,37.4966,61.9714,53.47,54,0,4.61,clear sky
605,Sinnamary,GF,5.3833,-52.95,81.09,73,98,13.04,overcast clouds
606,Taiyuan,CN,37.8694,112.5603,44.46,13,0,11.18,clear sky
607,Vieste,IT,41.8825,16.175,57.11,63,35,5.1,scattered clouds
608,Tazovskiy,RU,67.4667,78.7,11.52,94,100,15.88,overcast clouds
609,Abu Dhabi,AE,24.4667,54.3667,77.11,62,0,9.22,clear sky
610,Beibei,CN,29.8256,106.4339,57.24,94,100,2.21,overcast clouds
611,Verkhnevilyuysk,RU,63.4453,120.3167,11.98,98,100,2.13,overcast clouds
612,Ulagan,RU,50.6321,87.9563,15.62,87,100,3.11,overcast clouds
613,Kuvshinovo,RU,57.0295,34.1725,28.89,89,84,15.12,light snow
614,Kalmunai,LK,7.4167,81.8167,79.56,82,21,6.6,few clouds
615,Constantine,DZ,36.365,6.6147,67.41,42,2,13.8,clear sky
616,Ozinki,RU,51.1786,49.6769,23.2,96,79,9.57,broken clouds
617,Rio Grande,BR,-32.035,-52.0986,75.31,53,68,17.31,broken clouds
618,Porto Belo,BR,-27.1578,-48.5531,84.79,58,66,5.99,broken clouds
619,Adrar,MR,20.5022,-10.0711,89.24,11,1,7.94,clear sky
620,Tegh,AM,39.5579,46.4772,29.43,95,90,2.51,overcast clouds
621,Laguna,US,38.421,-121.4238,69.01,73,0,4.61,clear sky
622,Nacala,MZ,-14.5428,40.6728,78.89,84,20,3.13,few clouds
623,Gainesville,US,29.6516,-82.3248,72.01,42,0,6.91,clear sky
624,Gisborne,NZ,-38.6533,178.0042,59.86,89,100,18.63,overcast clouds
625,Tekeli,KZ,44.83,78.8239,38.91,81,100,5.28,overcast clouds
626,Binga,ZW,-17.6203,27.3414,78.35,72,32,2.89,scattered clouds
627,Tokur,RU,53.1333,132.9,13.55,82,100,6.29,overcast clouds
628,Kamenka,RU,51.3223,42.7678,39.04,85,100,19.22,overcast clouds
629,Visby,SE,57.6409,18.296,41.22,56,41,13.8,scattered clouds
630,Alice Springs,AU,-23.7,133.8833,58.55,47,6,0.0,clear sky
631,Visnes,NO,59.3556,5.2242,46.81,70,0,11.5,clear sky
632,Nemuro,JP,43.3236,145.575,42.08,97,100,38.39,light rain
633,Vao,NC,-22.6667,167.4833,76.03,76,77,14.34,broken clouds
634,Vila Do Maio,CV,15.1333,-23.2167,77.79,76,31,14.2,scattered clouds
635,Homnabad,IN,17.7667,77.1333,86.97,30,71,4.34,broken clouds
636,Sobolevo,RU,54.4299,31.8996,31.98,95,91,18.43,light snow
637,Juneau,US,58.3019,-134.4197,36.21,98,75,0.0,fog
638,Ranau,MY,5.9538,116.6641,70.32,97,50,0.67,scattered clouds
639,Ancud,CL,-41.8697,-73.8203,55.22,89,100,16.87,light rain
640,Durango,MX,24.8333,-104.8333,67.14,6,98,5.84,overcast clouds
641,Aklavik,CA,68.2191,-135.0107,-9.4,70,20,6.91,few clouds
642,Nishihara,JP,26.1842,127.7558,67.28,83,100,8.05,overcast clouds
643,Eyl,SO,7.9803,49.8164,78.69,63,0,17.09,clear sky
644,Tessalit,ML,20.1986,1.0114,97.83,8,79,15.77,broken clouds
645,Napasar,IN,27.9667,73.55,83.8,8,0,2.1,clear sky
646,Mokhotlong,LS,-29.2894,29.0675,52.65,64,15,6.29,few clouds
647,Malatya,TR,38.5,38.0,35.65,75,100,17.27,overcast clouds
648,Alasehir,TR,38.3508,28.5172,47.44,57,0,5.99,clear sky
649,Tahe,CN,52.3333,124.7333,19.27,98,100,2.98,overcast clouds
650,Jacareacanga,BR,-6.2222,-57.7528,89.28,61,64,2.77,broken clouds
651,Fengcheng,CN,40.4536,124.0717,42.31,50,29,7.31,scattered clouds
652,Isangel,VU,-19.55,169.2667,76.69,80,71,7.29,broken clouds
653,Rivera,UY,-30.9053,-55.5508,68.94,68,95,14.07,overcast clouds
654,Barmer,IN,25.75,71.3833,83.91,11,0,4.68,clear sky
655,Fairbanks,US,64.8378,-147.7164,18.09,75,75,3.44,broken clouds
656,Cheb,CZ,50.0796,12.3739,59.32,47,7,5.23,clear sky
657,Thinadhoo,MV,0.5333,72.9333,82.92,68,0,11.32,clear sky
658,Costa Rica,BR,-23.4167,-54.65,77.77,36,89,4.99,overcast clouds
659,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,81.64,33,0,3.8,clear sky
660,Pocatello,US,42.8713,-112.4455,54.18,51,0,0.0,clear sky
661,Guilin,CN,25.2819,110.2864,59.11,78,75,10.27,broken clouds
662,Kokopo,PG,-4.352,152.2633,77.11,85,98,5.84,overcast clouds
663,Humaita,BR,-7.5061,-63.0208,82.74,87,96,2.1,overcast clouds
664,Truckee,US,39.328,-120.1833,58.15,61,99,1.99,overcast clouds
665,Tengzhou,CN,35.0771,117.1518,50.95,67,98,8.05,overcast clouds
666,Mittersill,AT,47.2667,12.4833,50.61,87,47,3.15,scattered clouds
667,Dhangadhi,NP,28.7079,80.5961,75.29,15,0,2.64,clear sky
668,Xai-Xai,MZ,-25.0519,33.6442,69.82,90,100,1.23,overcast clouds
669,Caronport,CA,50.4501,-105.8179,19.58,52,100,11.1,overcast clouds
670,Lang Suan,TH,9.9456,99.0785,78.26,88,4,3.76,clear sky
671,Grootfontein,NA,-19.5667,18.1167,74.3,36,11,6.55,few clouds
672,Batagay-Alyta,RU,67.8006,130.4114,-1.17,88,100,4.88,overcast clouds
673,Berlevag,NO,70.8578,29.0864,21.0,62,100,28.99,light snow
674,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.27,72,92,15.23,overcast clouds
675,Dicabisagan,PH,17.0818,122.4157,78.44,87,3,3.91,clear sky
676,Chaupal,IN,30.95,77.5833,49.57,35,0,5.82,clear sky
677,Ganzhou,CN,28.8184,115.4327,54.68,91,100,2.82,overcast clouds
678,Marsa Matruh,EG,31.3525,27.2453,59.85,62,0,12.8,clear sky
679,Norrtalje,SE,59.758,18.705,39.38,56,30,14.9,scattered clouds
680,Juazeiro,BR,-9.4117,-40.4986,87.98,51,75,11.5,light rain
681,Hokitika,NZ,-42.7167,170.9667,56.91,70,26,4.74,scattered clouds
682,Havelock,US,34.8791,-76.9013,62.98,42,0,17.27,clear sky
683,San Blas,MX,21.5167,-105.2667,84.09,29,13,6.51,few clouds
684,Diapaga,BF,12.0708,1.7889,103.35,7,51,10.4,broken clouds
685,Haapiti,PF,-17.5667,-149.8667,76.73,71,98,14.32,overcast clouds
686,Biloela,AU,-24.4167,150.5,67.71,79,84,4.14,broken clouds
687,Bend,US,44.0582,-121.3153,52.86,53,0,7.0,clear sky
688,Diourbel,SN,14.6628,-16.3925,100.38,20,0,6.91,clear sky
689,Dawson Creek,CA,55.7666,-120.2362,26.24,80,100,3.44,overcast clouds
690,Krasnoselkup,RU,65.7,82.4667,11.7,92,100,20.51,overcast clouds
691,Bay City,US,43.5945,-83.8889,33.91,80,100,20.71,overcast clouds
692,Varzea Da Palma,BR,-17.5981,-44.7308,95.31,30,38,1.25,scattered clouds
693,Mahon,ES,39.8885,4.2658,55.96,94,75,12.66,moderate rain
694,Roros,NO,62.5747,11.3842,28.24,64,100,4.61,light snow
695,Kapuskasing,CA,49.4169,-82.4331,15.89,73,100,20.71,overcast clouds
